search 	 搜索
show me the dinner flights from baltimore to oakland 	 告诉我从巴尔的摩到奥克兰的晚餐航班
flight 	 飞行
show me the last flight on wednesday from atlanta to denver 	 告诉我星期三从亚特兰大到丹佛的最后一次飞行
flight 	 飞行
i would like to make a round trip between washington and san francisco 	 我想在华盛顿和旧金山之间往返
airfare 	 机票
how much is the cheapest flight from denver to pittsburgh with a stop in atlanta 	 从丹佛到匹兹堡最便宜的航班多少钱
abbreviation 	 缩写
what does ord mean 	 ord是什么意思
flight 	 飞行
what are connecting flights from chicago to seattle on june first 	 六月初从芝加哥到西雅图的中转航班有哪些
flight 	 飞行
how about april twenty seventh denver to washington 	 四月二十七日丹佛到华盛顿怎么样
flight 	 飞行
what flights go from boston to dallas 	 从波士顿到达拉斯有哪些航班
abbreviation 	 缩写
what is sa 	 什么是萨
airfare 	 机票
can you show me what fares are available from oakland to dallas on december sixteenth one way only 	 能告诉我12月16日从奥克兰到达拉斯有哪些票价
airfare 	 机票
show me the round trip tickets from baltimore to atlanta 	 告诉我从巴尔的摩到亚特兰大的往返机票
flight 	 飞行
please show me the flights from denver to baltimore between 10 am and 2 pm 	 请告诉我上午10点至下午2点之间从丹佛到巴尔的摩的航班
flight 	 飞行
i need a late flight from san francisco to boston on wednesday 	 我需要星期三从旧金山到波士顿的较晚航班
flight 	 飞行
i'd like to go from boston to san francisco 	 我想从波士顿去旧金山
flight 	 飞行
i need a flight from baltimore to dallas tomorrow morning 	 我明天早上需要从巴尔的摩飞往达拉斯的航班
flight 	 飞行
what're the cheapest nonstop flights from new york to miami one way 	 从纽约到迈阿密的最便宜的直飞航班是多少
flight 	 飞行
list all flights from orlando to kansas city then to minneapolis 	 列出所有从奥兰多到堪萨斯城再到明尼阿波利斯的航班
ground 	 地面
in new york i'll need to rent a car 	 在纽约，我需要租车
flight 	 飞行
i'd like to know the earliest flight from boston to atlanta 	 我想知道从波士顿到亚特兰大的最早航班
flight 	 飞行
could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal 	 你能告诉我最早在亚特兰大和丹佛之间飞行的一顿饭吗
flight 	 飞行
show me the flights from san francisco to boston 	 告诉我从旧金山到波士顿的航班
flight 	 飞行
what are the flights from pittsburgh to denver 	 从匹兹堡到丹佛有哪些航班
flight 	 飞行
show me all flights from pittsburgh to baltimore on thursday 	 显示我从匹兹堡到巴尔的摩的所有航班
flight 	 飞行
what time does the flight leave denver going to san francisco on continental airlines 	 航班什么时候离开丹佛去大陆航空去旧金山
flight 	 飞行
what are the flights available after 3 pm between denver and san francisco 	 下午3点之后丹佛和旧金山之间有哪些航班？
flight 	 飞行
show me the flights from baltimore to boston 	 告诉我从巴尔的摩飞往波士顿的航班
flight 	 飞行
flights from pittsburgh to newark 	 匹兹堡到纽瓦克的航班
flight 	 飞行
what flight from boston to atlanta arrives earliest in atlanta 	 从波士顿到亚特兰大的航班最早到达亚特兰大
flight 	 飞行
what is the schedule for flights between pittsburgh and boston on the evening of july ninth 	 7月9日晚上，匹兹堡和波士顿之间的航班时间表是什么
flight 	 飞行
i'd like to fly from boston to oakland through denver 	 我想通过丹佛从波士顿飞往奥克兰
flight 	 飞行
can you list all flights leaving from st.louis and arriving in milwaukee 	 你能列出所有从圣保罗出发的航班吗？路易斯到达密尔沃基
flight 	 飞行
show me flights from atlanta to washington dc leaving on thursday 	 告诉我在星期四从亚特兰大飞往华盛顿特区的航班
flight 	 飞行
show me all flights from san francisco to boston philadelphia or baltimore 	 显示所有从旧金山到波士顿费城或巴尔的摩的航班
flight 	 飞行
show me the flights arriving at love field 	 告诉我到达爱场的航班
flight 	 飞行
do you have a night flight from washington to boston on august twenty seventh 	 8月27日，您有从华盛顿到波士顿的夜间航班吗
flight 	 飞行
show me all flights from san diego to dulles on boeing 767 	 显示我从圣迭戈到杜勒斯的所有航班，波音767
flight 	 飞行
what are the flights from boston to philadelphia 	 从波士顿到费城有哪些航班
flight 	 飞行
all round trip flights between new york and miami coach fare 	 纽约至迈阿密巴士票价之间的所有往返航班
flight 	 飞行
i'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon 	 我想从堪萨斯城飞往洛杉矶的航班在傍晚到达洛杉矶
flight 	 飞行
i'd like a cheap flight from dallas to baltimore on january first 	 我想一月一号从达拉斯飞往巴尔的摩的廉价航班
airfare 	 机票
round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars 	 从丹佛到费城的往返票价不到1000美元，从匹兹堡到费城的往返票价不到1000美元
flight 	 飞行
from phoenix to las vegas on saturday 	 从星期六到凤凰城到拉斯维加斯
flight 	 飞行
my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there 	 我的目的地是旧金山，我住在丹佛，我想在8月30日早上乘坐能使我到达那里的任何航空公司的航班
flight 	 飞行
show me the flights on delta from atlanta in the morning 	 告诉我早上从亚特兰大飞往三角洲的航班
flight 	 飞行
i would like to fly from denver to pittsburgh 	 我想从丹佛飞到匹兹堡
flight 	 飞行
how can i get from indianapolis to montreal in the evening 	 晚上我怎么从印第安纳波利斯到蒙特利尔
flight 	 飞行
list all arrivals from any airport to baltimore on thursday morning arriving before 9 am 	 列出星期四上午9点之前从任何机场到巴尔的摩的所有到达
flight 	 飞行
show me the flights from miami to san diego with one stop in denver 	 告诉我从迈阿密到圣地亚哥的航班，丹佛一站式
flight 	 飞行
tell me the last flight from atlanta to philadelphia 	 告诉我最后一次从亚特兰大飞往费城的航班
flight 	 飞行
are there any flights between pittsburgh and baltimore using a j31 aircraft 	 匹兹堡和巴尔的摩之间是否有使用J31飞机的航班
airline 	 航空公司
may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you 	 请问6月17日同一天从纽约到多伦多的航空公司和航班号也要在多伦多中午之前到达谢谢
flight 	 飞行
what are the flights from boston to orlando 	 波士顿到奥兰多有哪些航班
flight 	 飞行
i need a flight from baltimore to seattle that stops in minneapolis 	 我需要从巴尔的摩到西雅图的航班，该航班在明尼阿波利斯停止
ground 	 地面
what ground transportation is available in boston 	 波士顿有哪些地面交通可用
flight 	 飞行
what is the latest return flight from atlanta to boston 	 从亚特兰大到波士顿的最新返程航班是什么
flight 	 飞行
could you tell me about flights from philadelphia to dallas that arrives in the early afternoon 	 你能告诉我从费城到达拉斯的航班是在傍晚到达吗
flight 	 飞行
i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines 	 我需要从堪萨斯密苏里州飞往犹他州盐湖城的航班信息，我只对达美航空的航班感兴趣
flight 	 飞行
i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm 	 我想从奥克兰飞往费城的航班下午五点到达
flight 	 飞行
is there a round trip flight from atlanta to dallas via denver 	 从亚特兰大经丹佛到达拉斯有往返航班吗
flight 	 飞行
show me the flights before 8 am on august second from boston to denver on delta 	 告诉我8月8日上午8时之前从波士顿飞往丹佛的航班
flight 	 飞行
what flights are there from baltimore to newark 	 从巴尔的摩到纽瓦克有什么航班
flight 	 飞行
show me all round trip flights between houston and las vegas 	 告诉我休斯顿和拉斯维加斯之间的所有往返航班
flight 	 飞行
what flights from pittsburgh to newark after 1020 pm 	 1020 pm之后从匹兹堡飞往纽瓦克的航班
airfare 	 机票
how much does it cost to fly from atlanta to san francisco 	 从亚特兰大飞往旧金山要多少钱
flight 	 飞行
what are the flights from san francisco to denver 	 从旧金山到丹佛有哪些航班
flight 	 飞行
show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way 	 显示在星期二从纽约到迈阿密的直飞航班，单程费用不到466美元
flight 	 飞行
what is the most expensive flight from boston to dallas round trip 	 从波士顿到达拉斯往返最昂贵的航班是什么
flight 	 飞行
i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm 	 我需要从亚特兰大到巴尔的摩的直飞航班在下午5点至730点之间到达
flight 	 飞行
what is the earliest flight in the morning leaving boston for baltimore 	 早上从波士顿出发前往巴尔的摩的最早航班是多少
airfare 	 机票
show me fares less than 400 dollars for flights from dallas to baltimore 	 告诉我从达拉斯到巴尔的摩的航班票价不到400美元
flight 	 飞行
okay on the following wednesday i'd like to go from memphis to cincinnati as early as possible 	 好吧，在接下来的星期三，我想尽早从孟菲斯前往辛辛那提
flight 	 飞行
show me flights going from boston to denver arriving on wednesday morning 	 告诉我从波士顿飞往丹佛的航班在星期三早上到达
